student_token,major,rank,resource_type,resource_id,resource_title,resource_url,als_score
stu_653d6e2219d0c2b7,Toán tài chính,10,ueh_repository,REPO_UEH_63287,Nghiên cứu ứng dụng thống kê Bayes phân tích việc sẵn lòng tham gia bảo hiểm cây cà phê theo chỉ số năng suất của hộ nông dân tỉnh Đắk Lắk,https://digital.lib.ueh.edu.vn/handle/UEH/63287,0.8022
stu_656ff9c6833089e7,Hệ thống thông tin kinh doanh,1,tiki_book,TIKI_76013378,Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),https://tiki.vn/sach-storytelling-with-data-ke-chuyen-thong-qua-du-lieu-cuon-cam-nang-huong-dan-truc-quan-hoa-du-lieu-p76013378.html?spid=76013379,0.8243
stu_656ff9c6833089e7,Hệ thống thông tin kinh doanh,2,tiki_book,TIKI_402995,Quản Trị Rủi Ro Xí Nghiệp Trong Nền Kinh Tế Toàn Cầu,https://tiki.vn/sach-quan-tri-rui-ro-xi-nghiep-trong-nen-kinh-te-toan-cau-p402995.html?spid=89424688,0.8224
stu_656ff9c6833089e7,Hệ thống thông tin kinh doanh,3,ueh_repository,REPO_UEH_63166,Ứng dụng trí tuệ kinh doanh (Business Intelligence) trong việc hỗ trợ ra quyết định điều hành tại Câu lạc bộ Vietnam Golf & Country Club,https://digital.lib.ueh.edu.vn/handle/UEH/63166,0.8147
stu_656ff9c6833089e7,Hệ thống thông tin kinh doanh,4,tiki_book,TIKI_75618660,Mật Mã Và An Toàn Thông Tin - Lý Thuyết Và Ứng Dụng,https://tiki.vn/mat-ma-va-an-toan-thong-tin-ly-thuyet-va-ung-dung-p75618660.html?spid=75618661,0.7986
stu_656ff9c6833089e7,Hệ thống thông tin kinh doanh,5,tiki_book,TIKI_278496130,Thanh Gươm Diệt Quỷ - 9- Đại Chiến Dịch Xâm Nhập Phố Đèn Đỏ,https://tiki.vn/thanh-guom-diet-quy-tap-1-tan-khoc-p278496130.html?spid=278496147,0.7936
stu_656ff9c6833089e7,Hệ thống thông tin kinh doanh,6,ueh_repository,REPO_UEH_63925,Ứng dụng công nghệ Data Lake trong quản lý và khai phá dữ liệu của ngân hàng,https://digital.lib.ueh.edu.vn/handle/UEH/63925,0.7921
stu_656ff9c6833089e7,Hệ thống thông tin kinh doanh,7,tiki_book,TIKI_63822864,Phân tích kinh tế - kỹ thuật các dự án đầu tư xây dựng,https://tiki.vn/sach-phan-tich-kinh-te-ky-thuat-cac-du-an-dau-tu-xay-dung-p63822864.html?spid=111196672,0.7655
stu_656ff9c6833089e7,Hệ thống thông tin kinh doanh,8,ueh_repository,REPO_UEH_62840,"Phân tích kinh tế hiệu quả sản xuất lúa theo mô hình cánh đồng lớn tại huyện Châu Phú, tỉnh An Giang",https://digital.lib.ueh.edu.vn/handle/UEH/62840,0.7575
stu_656ff9c6833089e7,Hệ thống thông tin kinh doanh,9,ueh_repository,REPO_UEH_63105,Hoàn thiện hệ thống thông tin kế toán tại Công ty TNHH MTV Dịch vụ Công ích Quận 4,https://digital.lib.ueh.edu.vn/handle/UEH/63105,0.7481
stu_656ff9c6833089e7,Hệ thống thông tin kinh doanh,10,tiki_book,TIKI_403233,Hệ Thống Thông Tin Kế Toán (Tập 3),https://tiki.vn/sach-he-thong-thong-tin-ke-toan-tap-3-p403233.html?spid=89424675,0.7424
stu_65d6092b34439d5b,Kinh doanh số,1,tiki_book,TIKI_149942445,Sức Mạnh Thương Mại Điện Tử - 12 Tháng Kiếm 1 Triệu Đô Bằng Kinh Doanh Online - Bộ Sách Trên Lưng Khổng Tượng,https://tiki.vn/suc-manh-thuong-mai-dien-tu-12-thang-kiem-1-trieu-do-bang-kinh-doanh-online-bo-sach-tren-lung-khong-tuong-p149942445.html?spid=149942446,0.7544
stu_65d6092b34439d5b,Kinh doanh số,2,ueh_repository,REPO_UEH_61137,Phân tích trải nghiệm khách hàng trực tuyến trong lĩnh vực khách sạn tiếp cận theo mô hình chủ đề,https://digital.lib.ueh.edu.vn/handle/UEH/61137,0.7532
stu_65d6092b34439d5b,Kinh doanh số,3,ueh_repository,REPO_UEH_63432,"Pháp luật về hợp đồng thương mại điện tử của Hoa Kỳ, liên minh Châu Âu kinh nghiệm cho Việt Nam",https://digital.lib.ueh.edu.vn/handle/UEH/63432,0.7527
stu_65d6092b34439d5b,Kinh doanh số,4,tiki_book,TIKI_533058,Tài Trợ Tín Dụng Ngân Hàng Cho Các Doanh Nghiệp Nhỏ Và Vừa,https://tiki.vn/sach-tai-tro-tin-dung-ngan-hang-cho-cac-doanh-nghiep-nho-va-vua-p533058.html?spid=89424681,0.7411
stu_65d6092b34439d5b,Kinh doanh số,5,tiki_book,TIKI_403211,Bài Tập Và Bài Giải Nghiệp Vụ Ngân Hàng Trung Ương,https://tiki.vn/sach-bai-tap-va-bai-giai-nghiep-vu-ngan-hang-trung-uong-p403211.html?spid=89424670,0.7405
stu_65d6092b34439d5b,Kinh doanh số,6,tiki_book,TIKI_248861528,Cẩm Nang Thanh Toán Quốc Tế Và Tài Trợ Ngoại Thương - Dành Cho Cao Học Và NCS ( Tái Bản 2023),https://tiki.vn/cam-nang-thanh-toan-quoc-te-va-tai-tro-ngoai-thuong-danh-cho-cao-hoc-va-ncs-tai-ban-2023-p248861528.html?spid=248861529,0.7286
stu_65d6092b34439d5b,Kinh doanh số,7,ueh_repository,REPO_UEH_63554,Các yếu tô ảnh hưởng đến hành vi mua hàng ngẫu hứng trên mạng xã hội,https://digital.lib.ueh.edu.vn/handle/UEH/63554,0.7245
stu_65d6092b34439d5b,Kinh doanh số,8,tiki_book,TIKI_279106463,Ngân hàng số - Nguyễn Quang Lộc - TH189,https://tiki.vn/ngan-hang-so-nguyen-quang-loc-th189-p279106463.html?spid=279106464,0.7194
stu_65d6092b34439d5b,Kinh doanh số,9,tiki_book,TIKI_177767360,Combo 2Q: Hướng Dẫn Kiếm Tiền Trên TikTok + Cách Để Đạt 1 Triệu Follow Chỉ Trong 30 Ngày (Sách Kinh Doanh/Marketing/Mạng Xã Hội),https://tiki.vn/combo-2q-huong-dan-kiem-tien-tren-tiktok-cach-de-dat-1-trieu-follow-chi-trong-30-ngay-sach-kinh-doanh-marketing-mang-xa-hoi-p177767360.html?spid=177767361,0.7161
stu_65d6092b34439d5b,Kinh doanh số,10,ueh_repository,REPO_UEH_61699,Giải pháp giảm tình trạng nghỉ việc của nhân viên tín dụng Ngân hàng TMCP Quân đội - chi nhánh Tân Tạo,https://digital.lib.ueh.edu.vn/handle/UEH/61699,0.7149
stu_660413382ee3a678,Tài chính,1,ueh_repository,REPO_UEH_62432,Chuyển đổi báo cáo tài chính từ chuẩn mực kế toán Việt Nam sang chuẩn mực báo cáo tài chính quốc tế - Nghiên cứu tại Công ty Cổ phần Khu công Nnghiệp Nam Tân Uyên,https://digital.lib.ueh.edu.vn/handle/UEH/62432,0.9901
stu_660413382ee3a678,Tài chính,2,tiki_book,TIKI_197857892,Tài Chính Quốc Tế,https://tiki.vn/tai-chinh-quoc-te-p197857892.html?spid=197857893,0.9881
stu_660413382ee3a678,Tài chính,3,tiki_book,TIKI_91515694,Phân tích tài chính doanh nghiệp Tai bản lần thứ 5 - chỉnh sửa bổ sung năm 2021 (Tái bản 2022),https://tiki.vn/phan-tich-tai-chinh-doanh-nghiep-tai-ban-lan-thu-5-chinh-sua-bo-sung-nam-2021-tai-ban-2022-p91515694.html?spid=91515695,0.9626
stu_660413382ee3a678,Tài chính,4,ueh_repository,REPO_UEH_61442,Tác động của sự tham gia của kế toán vào quá trình ra quyết định chiến lược đến việc vận dụng thông tin kế toán quản trị nhằm nâng cao hiệu quả tài chính cho doanh nghiệp Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/61442,0.9521
stu_660413382ee3a678,Tài chính,5,ueh_repository,REPO_UEH_62540,Ứng dụng công nghệ trí tuệ nhân tạo trong dịch vụ tài chính tại thị trường tài chính Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62540,0.9502
stu_660413382ee3a678,Tài chính,6,tiki_book,TIKI_274411010,Ứng Dụng Phân Tích Báo Cáo Tài Chính Và Định Giá Doanh Nghiệp Trong Thực Tiễn,https://tiki.vn/sach-ung-dung-phan-tich-bao-cao-tai-chinh-va-dinh-gia-doanh-nghiep-trong-thuc-tien-p274411010.html?spid=274411011,0.9463
stu_660413382ee3a678,Tài chính,7,tiki_book,TIKI_273024271,The Finance Book - Tài Chính Doanh Nghiệp,https://tiki.vn/the-finance-book-tai-chinh-doanh-nghiep-p273024271.html?spid=273024272,0.934
stu_660413382ee3a678,Tài chính,8,tiki_book,TIKI_531592,Thị Trường Tài Chính,https://tiki.vn/sach-thi-truong-tai-chinh-p531592.html?spid=89424628,0.9268
stu_660413382ee3a678,Tài chính,9,ueh_repository,REPO_UEH_62670,Phân tích triển vọng và định giá doanh nghiệp tại tập đoàn Vingroup,https://digital.lib.ueh.edu.vn/handle/UEH/62670,0.9261
stu_660413382ee3a678,Tài chính,10,ueh_repository,REPO_UEH_61101,Giải pháp tài chính trong quản lý vốn lưu động nhằm nâng cao hiệu quả hoạt động tại Công ty Cổ phần QH Plus giai đoạn năm 2020 – 2025,https://digital.lib.ueh.edu.vn/handle/UEH/61101,0.9212
stu_6618aa041a6936dc,Kinh doanh thương mại,1,tiki_book,TIKI_279103684,Biểu Thuế Xuất Khẩu - Nhập Khẩu Năm 2026 (Export Import Tax 2026),https://tiki.vn/bieu-thue-xuat-khau-nhap-khau-nam-2026-export-import-tax-2026-p279103684.html?spid=279103685,0.965
stu_6618aa041a6936dc,Kinh doanh thương mại,2,ueh_repository,REPO_UEH_63529,Giải pháp nâng cao hiệu quả quản trị chuỗi cung ứng của công ty xi măng Fico-YTL,https://digital.lib.ueh.edu.vn/handle/UEH/63529,0.9476
stu_6618aa041a6936dc,Kinh doanh thương mại,3,ueh_repository,REPO_UEH_63707,Hoàn thiện công tác lập dự toán ngân sách tại Công Ty TNHH Thương Mại Dịch Vụ Xuất Nhập Khẩu Song Kê,https://digital.lib.ueh.edu.vn/handle/UEH/63707,0.9466
stu_6618aa041a6936dc,Kinh doanh thương mại,4,tiki_book,TIKI_273341092,Quản Trị Bán Hàng Hiệu Quả - Sales Management That Works,https://tiki.vn/quan-tri-ban-hang-hieu-qua-sales-management-that-works-p273341092.html?spid=273341093,0.9306
stu_6618aa041a6936dc,Kinh doanh thương mại,5,tiki_book,TIKI_1208799,Nguyên Lý Quản Trị Chuỗi Cung Ứng,https://tiki.vn/sach-nguyen-ly-quan-tri-chuoi-cung-ung-p1208799.html?spid=1208801,0.9261
stu_6618aa041a6936dc,Kinh doanh thương mại,6,tiki_book,TIKI_68459988,Combo Định Giá Gia Tăng Lợi Nhuận: Định Giá Dựa Trên Giá Trị + Những Đòn Tâm Lý Trong Định Giá Sản Phẩm,https://tiki.vn/combo-dinh-gia-gia-tang-loi-nhuan-dinh-gia-dua-tren-gia-tri-nhung-don-tam-ly-trong-dinh-gia-san-pham-p68459988.html?spid=70885394,0.9002
stu_6618aa041a6936dc,Kinh doanh thương mại,7,ueh_repository,REPO_UEH_61512,Một số giải pháp nhằm hoàn thiện hoạt động quản trị kênh phân phối tại Công ty TNHH MTV Thuốc lá Đồng Tháp,https://digital.lib.ueh.edu.vn/handle/UEH/61512,0.8927
stu_6618aa041a6936dc,Kinh doanh thương mại,8,tiki_book,TIKI_279085060,"Quy định pháp luật về xử phạt vi phạm trong hoạt động thương mại, sản xuất, buôn bán hàng giả, hàng cấm và bảo vệ quyền lợi người tiêu dùng",https://tiki.vn/quy-dinh-phap-luat-ve-xu-phat-vi-pham-trong-hoat-dong-thuong-mai-san-xuat-buon-ban-hang-gia-hang-cam-va-bao-ve-quyen-loi-nguoi-tieu-dung-p279085060.html?spid=279085062,0.8915
stu_6618aa041a6936dc,Kinh doanh thương mại,9,ueh_repository,REPO_UEH_61412,Nghiên cứu hành vi mua sắm trực tuyến của người tiêu dùng tại TP. Hồ Chí Minh ngành hàng thời trang,https://digital.lib.ueh.edu.vn/handle/UEH/61412,0.8903
stu_6618aa041a6936dc,Kinh doanh thương mại,10,ueh_repository,REPO_UEH_62228,Giải pháp thúc đẩy khách hàng quyết định mua sản phẩm gạch ốp lát (thương hiệu Royal) tại Công ty Cổ phần Sản xuất và Đầu tư Hoàng Gia,https://digital.lib.ueh.edu.vn/handle/UEH/62228,0.8627
stu_66240f47f8bb0ebb,Quản trị kinh doanh,1,tiki_book,TIKI_185044605,Quản trị chiến lược ( Strategic Management),https://tiki.vn/quan-tri-chien-luoc-strategic-management-p185044605.html?spid=185044606,0.8754
stu_66240f47f8bb0ebb,Quản trị kinh doanh,2,tiki_book,TIKI_187791770,Quản trị học (Tái bản 2022),https://tiki.vn/quan-tri-hoc-tai-ban-2022-p187791770.html?spid=187791771,0.856
stu_66240f47f8bb0ebb,Quản trị kinh doanh,3,tiki_book,TIKI_166192406,Mô Hình Đất Nền Địa Kỹ Thuật Ứng Dụng Trong Plaxis Software - Tập 1,https://tiki.vn/sach-mo-hinh-dat-nen-dia-ky-thuat-ung-dung-trong-plaxis-software-tap-1-p166192406.html?spid=177136415,0.8557
stu_66240f47f8bb0ebb,Quản trị kinh doanh,4,ueh_repository,REPO_UEH_62665,Các nhân tố ảnh hưởng đến việc áp dụng kế toán quản trị chiến lược và sự tác động đến thành quả hoạt động tại các doanh nghiệp sản xuất – nghiên cứu ở khu vực Đông Nam Bộ -Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62665,0.8512
stu_66240f47f8bb0ebb,Quản trị kinh doanh,5,tiki_book,TIKI_198215131,"UX RESEARCH-Thấu Hiểu Người Dùng, Ung Dung Chiến Thắng",https://tiki.vn/sach-ux-research-thau-hieu-nguoi-dung-ung-dung-chien-thang-p198215131.html?spid=198215132,0.847
stu_66240f47f8bb0ebb,Quản trị kinh doanh,6,tiki_book,TIKI_273429543,Quản Trị Vận Hành Và Chuỗi Cung Ứng (Ấn Bản Lần Thứ 16),https://tiki.vn/quan-tri-van-hanh-va-chuoi-cung-ung-an-ban-lan-thu-16-p273429543.html?spid=273429544,0.8414
stu_66240f47f8bb0ebb,Quản trị kinh doanh,7,tiki_book,TIKI_209379477,Combo 2Q Quản Trị Nhân Sự: Kỹ Năng Quản Lý Nhân Sự Chuyên Nghiệp + Cẩm Nang Quản Lý - Quản Trị Những Thách Thức Trong Quản Lý - Harvard Business Review,https://tiki.vn/combo-2q-quan-tri-nhan-su-ky-nang-quan-ly-nhan-su-chuyen-nghiep-cam-nang-quan-ly-quan-tri-nhung-thach-thuc-trong-quan-ly-harvard-business-review-p209379477.html?spid=209379478,0.8413
stu_66240f47f8bb0ebb,Quản trị kinh doanh,8,tiki_book,TIKI_11860704,Combo Marketing Căn Bản và Tiếp thị 4.0 - Dịch Chuyển Từ Truyền Thống Sang Công Nghệ Số ( Tặng Kèm Sổ Tay),https://tiki.vn/combo-marketing-can-ban-va-tiep-thi-4-0-dich-chuyen-tu-truyen-thong-sang-cong-nghe-so-tang-kem-so-tay-p11860704.html?spid=11860705,0.8318
stu_66240f47f8bb0ebb,Quản trị kinh doanh,9,tiki_book,TIKI_274890405,"- Nhận Diện Nghệ Thuật Đồ Họa - Để nghiên cứu , sáng tác và giảng dạy Thiết Kế Đồ Họa ( Tặng kèm sổ tay xương rồng )",https://tiki.vn/sach-nhan-dien-nghe-thuat-do-hoa-de-nghien-cuu-sang-tac-va-giang-day-thiet-ke-do-hoa-tang-kem-so-tay-xuong-rong-p274890405.html?spid=274890406,0.8149
stu_66240f47f8bb0ebb,Quản trị kinh doanh,10,ueh_repository,REPO_UEH_62721,Thực trạng ứng dụng ERP vào quản trị nhân sự tại Công ty Tài chính TNHH HD SAISON,https://digital.lib.ueh.edu.vn/handle/UEH/62721,0.8089
stu_6624e77f3e29035b,Ngân hàng,1,tiki_book,TIKI_149942445,Sức Mạnh Thương Mại Điện Tử - 12 Tháng Kiếm 1 Triệu Đô Bằng Kinh Doanh Online - Bộ Sách Trên Lưng Khổng Tượng,https://tiki.vn/suc-manh-thuong-mai-dien-tu-12-thang-kiem-1-trieu-do-bang-kinh-doanh-online-bo-sach-tren-lung-khong-tuong-p149942445.html?spid=149942446,0.9022
stu_6624e77f3e29035b,Ngân hàng,2,ueh_repository,REPO_UEH_61137,Phân tích trải nghiệm khách hàng trực tuyến trong lĩnh vực khách sạn tiếp cận theo mô hình chủ đề,https://digital.lib.ueh.edu.vn/handle/UEH/61137,0.9013
stu_6624e77f3e29035b,Ngân hàng,3,tiki_book,TIKI_533058,Tài Trợ Tín Dụng Ngân Hàng Cho Các Doanh Nghiệp Nhỏ Và Vừa,https://tiki.vn/sach-tai-tro-tin-dung-ngan-hang-cho-cac-doanh-nghiep-nho-va-vua-p533058.html?spid=89424681,0.8998
stu_6624e77f3e29035b,Ngân hàng,4,tiki_book,TIKI_403211,Bài Tập Và Bài Giải Nghiệp Vụ Ngân Hàng Trung Ương,https://tiki.vn/sach-bai-tap-va-bai-giai-nghiep-vu-ngan-hang-trung-uong-p403211.html?spid=89424670,0.8991
stu_6624e77f3e29035b,Ngân hàng,5,tiki_book,TIKI_248861528,Cẩm Nang Thanh Toán Quốc Tế Và Tài Trợ Ngoại Thương - Dành Cho Cao Học Và NCS ( Tái Bản 2023),https://tiki.vn/cam-nang-thanh-toan-quoc-te-va-tai-tro-ngoai-thuong-danh-cho-cao-hoc-va-ncs-tai-ban-2023-p248861528.html?spid=248861529,0.8846
stu_6624e77f3e29035b,Ngân hàng,6,tiki_book,TIKI_279106463,Ngân hàng số - Nguyễn Quang Lộc - TH189,https://tiki.vn/ngan-hang-so-nguyen-quang-loc-th189-p279106463.html?spid=279106464,0.8699
stu_6624e77f3e29035b,Ngân hàng,7,ueh_repository,REPO_UEH_61699,Giải pháp giảm tình trạng nghỉ việc của nhân viên tín dụng Ngân hàng TMCP Quân đội - chi nhánh Tân Tạo,https://digital.lib.ueh.edu.vn/handle/UEH/61699,0.868
stu_6624e77f3e29035b,Ngân hàng,8,ueh_repository,REPO_UEH_63554,Các yếu tô ảnh hưởng đến hành vi mua hàng ngẫu hứng trên mạng xã hội,https://digital.lib.ueh.edu.vn/handle/UEH/63554,0.867
stu_6624e77f3e29035b,Ngân hàng,9,tiki_book,TIKI_135961032,Quản Trị Rủi Ro Tại Các Ngân Hàng Thương Mại Việt Nam Trong Bối Cảnh Hội Nhập Quốc Tế,https://tiki.vn/quan-tri-rui-ro-tai-cac-ngan-hang-thuong-mai-viet-nam-trong-boi-canh-hoi-nhap-quoc-te-p135961032.html?spid=135961033,0.8584
stu_6624e77f3e29035b,Ngân hàng,10,ueh_repository,REPO_UEH_61063,Phát triển dịch vụ ngân hàng điện tử trong thời đại cách mạng công nghiệp 4.0 tại Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/61063,0.8577
stu_662d8b6c4e2c4f85,Kiểm toán,1,tiki_book,TIKI_94851869,"Nghiệp Vụ Dành Cho Kế Toán Kiểm Toán Nội Bộ Chuẩn Mực, Nguyên Tắc Đạo Đức Nghề Nghiệp Và Quy Chế Kiểm Toán Nội Bộ Trong Các Cơ Quan Nhà Nước, Đơn Vị Sự Nghiệp Công Lập Và Doanh Nghiệp",https://tiki.vn/sach-nghiep-vu-danh-cho-ke-toan-kiem-toan-noi-bo-chuan-muc-nguyen-tac-dao-duc-nghe-nghiep-va-quy-che-kiem-toan-noi-bo-trong-cac-co-quan-nha-nuoc-don-vi-su-nghiep-cong-lap-va-doanh-nghiep-p94851869.html?spid=94851870,0.8199
stu_662d8b6c4e2c4f85,Kiểm toán,2,ueh_repository,REPO_UEH_61472,Hoàn thiện công tác kiểm toán nội bộ trong các Ngân hàng Thương mại Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/61472,0.7191
stu_662d8b6c4e2c4f85,Kiểm toán,3,tiki_book,TIKI_168780451,"Thị Trường, Nhà Nước Và Người Dân: Kinh Tế Học Về Chính Sách Công",https://tiki.vn/thi-truong-nha-nuoc-va-nguoi-dan-kinh-te-hoc-ve-chinh-sach-cong-p168780451.html?spid=168780452,0.7146
stu_662d8b6c4e2c4f85,Kiểm toán,4,tiki_book,TIKI_533036,Đạo Đức Nghề Nghiệp Của Kiểm Toán Viên Độc Lập,https://tiki.vn/sach-dao-duc-nghe-nghiep-cua-kiem-toan-vien-doc-lap-p533036.html?spid=89424691,0.7144
stu_662d8b6c4e2c4f85,Kiểm toán,5,tiki_book,TIKI_277165601,CFO Quản Trị Tài Chính Công Ty Cổ Phần,https://tiki.vn/cfo-quan-tri-tai-chinh-cong-ty-co-phan-p277165601.html?spid=277165602,0.7112
stu_662d8b6c4e2c4f85,Kiểm toán,6,ueh_repository,REPO_UEH_61534,"Nghiên cứu các yếu tố ảnh hưởng đến sự hài lòng của người dân đối với dịch vụ hành chính công tại Uỷ ban nhân dân phường Tân Quy, Quận 7, Thành phố Hồ Chí Minh",https://digital.lib.ueh.edu.vn/handle/UEH/61534,0.711
stu_662d8b6c4e2c4f85,Kiểm toán,7,ueh_repository,REPO_UEH_62794,Thực hiện tiết kiệm chi kinh phí quản lý hành chính tại Sở Tài chính tỉnh Bà Rịa - Vũng Tàu,https://digital.lib.ueh.edu.vn/handle/UEH/62794,0.6951
stu_662d8b6c4e2c4f85,Kiểm toán,8,ueh_repository,REPO_UEH_62646,Các nhân tố ảnh hưởng đến tính minh bạch của thông tin trên báo cáo tài chính của các công ty niêm yết có vốn đầu tư nước ngoài trên Sàn Giao dịch Chứng khoán TP. HCM,https://digital.lib.ueh.edu.vn/handle/UEH/62646,0.6664
stu_662d8b6c4e2c4f85,Kiểm toán,9,ueh_repository,REPO_UEH_61090,Nâng cao chất lượng dịch vụ công nghệ thông tin của Trung tâm Phần mềm Viettel 1 - chi nhánh Tập đoàn Công nghiệp - Viễn thông Quân đội,https://digital.lib.ueh.edu.vn/handle/UEH/61090,0.6534
stu_662d8b6c4e2c4f85,Kiểm toán,10,tiki_book,TIKI_201855074,405 Tình huống kế toán tài chính (Tái bản lần 3),https://tiki.vn/405-tinh-huong-ke-toan-tai-chinh-tai-ban-lan-3-p201855074.html?spid=201855075,0.6521
stu_66968d95e7ea4fed,Logistics và Quản lý chuỗi cung ứng,1,ueh_repository,REPO_UEH_63977,Nghiên cứu các nhân tố ảnh hưởng đến sự phục hồi chuỗi cung ứng nông sản trong và sau đại dịch Covid- 19 tại các tỉnh Đồng bằng sông Cửu Long,https://digital.lib.ueh.edu.vn/handle/UEH/63977,0.9137
stu_66968d95e7ea4fed,Logistics và Quản lý chuỗi cung ứng,2,ueh_repository,REPO_UEH_63482,Giải pháp hoàn thiện hoạt động quản lý kho hàng tại công ty TNHH Olam Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/63482,0.9081
stu_66968d95e7ea4fed,Logistics và Quản lý chuỗi cung ứng,3,ueh_repository,REPO_UEH_62783,Mối quan hệ giữa các tác nhân trong logistics ngược và kết quả kinh tế: Nghiên cứu trường hợp doanh nghiệp bán lẻ hàng điện tử tại Thành phố Đà Nẵng,https://digital.lib.ueh.edu.vn/handle/UEH/62783,0.9023
stu_66968d95e7ea4fed,Logistics và Quản lý chuỗi cung ứng,4,tiki_book,TIKI_273744608,Quản lý chuỗi cung ứng thực phẩm và logistics,https://tiki.vn/sach-quan-ly-chuoi-cung-ung-thuc-pham-va-logistics-p273744608.html?spid=273744609,0.8825
stu_66968d95e7ea4fed,Logistics và Quản lý chuỗi cung ứng,5,ueh_repository,REPO_UEH_63272,Giải pháp hoàn thiện hoạt động chuỗi cung ứng tại Công ty TNHH Thương mại và Dịch vụ Lâm Thanh,https://digital.lib.ueh.edu.vn/handle/UEH/63272,0.8528
stu_66968d95e7ea4fed,Logistics và Quản lý chuỗi cung ứng,6,ueh_repository,REPO_UEH_62150,Giải pháp nâng cao chất lượng đào tạo tại Trường Đại học Giao thông Vận tải Phân hiệu tại Thành phố Hồ Chí Minh,https://digital.lib.ueh.edu.vn/handle/UEH/62150,0.8413
stu_66968d95e7ea4fed,Logistics và Quản lý chuỗi cung ứng,7,ueh_repository,REPO_UEH_62921,Xây dựng bộ tiêu chí đánh giá hiệu quả ứng dụng kết quả nghiên cứu khoa học và công nghệ cấp cơ sở trong lĩnh vực nông nghiệp trên địa bàn tỉnh An Giang,https://digital.lib.ueh.edu.vn/handle/UEH/62921,0.808
stu_66968d95e7ea4fed,Logistics và Quản lý chuỗi cung ứng,8,tiki_book,TIKI_1208799,Nguyên Lý Quản Trị Chuỗi Cung Ứng,https://tiki.vn/sach-nguyen-ly-quan-tri-chuoi-cung-ung-p1208799.html?spid=1208801,0.7992
stu_66968d95e7ea4fed,Logistics và Quản lý chuỗi cung ứng,9,ueh_repository,REPO_UEH_63818,Risks and supply chain performance: globalization and COVID-19 perspectives,https://digital.lib.ueh.edu.vn/handle/UEH/63818,0.7976
stu_66968d95e7ea4fed,Logistics và Quản lý chuỗi cung ứng,10,ueh_repository,REPO_UEH_62812,"Đánh giá các yếu tố ảnh hưởng đến hiệu quả hoạt động của hợp tác xã nông nghiệp trên địa bàn huyện Phú Tân, tỉnh An Giang",https://digital.lib.ueh.edu.vn/handle/UEH/62812,0.797
stu_66d64493edc58b11,Công nghệ nghệ thuật - ArtTech,1,tiki_book,TIKI_185044605,Quản trị chiến lược ( Strategic Management),https://tiki.vn/quan-tri-chien-luoc-strategic-management-p185044605.html?spid=185044606,0.7342
stu_66d64493edc58b11,Công nghệ nghệ thuật - ArtTech,2,tiki_book,TIKI_166192406,Mô Hình Đất Nền Địa Kỹ Thuật Ứng Dụng Trong Plaxis Software - Tập 1,https://tiki.vn/sach-mo-hinh-dat-nen-dia-ky-thuat-ung-dung-trong-plaxis-software-tap-1-p166192406.html?spid=177136415,0.7328
stu_66d64493edc58b11,Công nghệ nghệ thuật - ArtTech,3,tiki_book,TIKI_274890405,"- Nhận Diện Nghệ Thuật Đồ Họa - Để nghiên cứu , sáng tác và giảng dạy Thiết Kế Đồ Họa ( Tặng kèm sổ tay xương rồng )",https://tiki.vn/sach-nhan-dien-nghe-thuat-do-hoa-de-nghien-cuu-sang-tac-va-giang-day-thiet-ke-do-hoa-tang-kem-so-tay-xuong-rong-p274890405.html?spid=274890406,0.7312
stu_66d64493edc58b11,Công nghệ nghệ thuật - ArtTech,4,tiki_book,TIKI_198215131,"UX RESEARCH-Thấu Hiểu Người Dùng, Ung Dung Chiến Thắng",https://tiki.vn/sach-ux-research-thau-hieu-nguoi-dung-ung-dung-chien-thang-p198215131.html?spid=198215132,0.7239
stu_66d64493edc58b11,Công nghệ nghệ thuật - ArtTech,5,tiki_book,TIKI_187791770,Quản trị học (Tái bản 2022),https://tiki.vn/quan-tri-hoc-tai-ban-2022-p187791770.html?spid=187791771,0.7179
stu_66d64493edc58b11,Công nghệ nghệ thuật - ArtTech,6,ueh_repository,REPO_UEH_62665,Các nhân tố ảnh hưởng đến việc áp dụng kế toán quản trị chiến lược và sự tác động đến thành quả hoạt động tại các doanh nghiệp sản xuất – nghiên cứu ở khu vực Đông Nam Bộ -Việt Nam,https://digital.lib.ueh.edu.vn/handle/UEH/62665,0.7138
stu_66d64493edc58b11,Công nghệ nghệ thuật - ArtTech,7,tiki_book,TIKI_11860704,Combo Marketing Căn Bản và Tiếp thị 4.0 - Dịch Chuyển Từ Truyền Thống Sang Công Nghệ Số ( Tặng Kèm Sổ Tay),https://tiki.vn/combo-marketing-can-ban-va-tiep-thi-4-0-dich-chuyen-tu-truyen-thong-sang-cong-nghe-so-tang-kem-so-tay-p11860704.html?spid=11860705,0.7103
